"X";"Y";"Z";"PZ";"DZ";"PX";"DX";
"-1729.14";"512.938";"-510.529";"244.736";"-51.6401";"-864.571";"348.486";"1.55579e-307";
"-1707.39";"508.174";"-500.011";"249.994";"-52.6349";"-853.696";"350.742";"1.55579e-307";
"-1683.7";"503.236";"-489.524";"255.238";"-53.6684";"-841.848";"352.571";"1.55579e-307";
"-1651.44";"497.399";"-476.34";"261.83";"-54.7411";"-825.72";"353.974";"1.55579e-307";
"-1623.42";"492.352";"-465.832";"267.084";"-55.8639";"-811.711";"354.846";"1.55579e-307";
"-1585.55";"486.048";"-452.736";"273.632";"-57.0256";"-792.776";"355.296";"1.55579e-307";
"-1553.53";"481.081";"-442.656";"278.672";"-58.2359";"-776.765";"355.221";"1.55579e-307";
"-1519.99";"476.268";"-432.873";"283.564";"-59.4822";"-759.995";"354.737";"1.55579e-307";
"-1475.52";"470.27";"-420.927";"289.536";"-60.7624";"-737.759";"353.849";"1.55579e-307";
"-1438.05";"465.513";"-411.763";"294.118";"-62.0838";"-719.027";"352.511";"1.55579e-307";
"-1399.21";"460.984";"-403.061";"298.469";"-63.4301";"-699.607";"350.744";"1.55579e-307";
"-1348.36";"455.773";"-392.698";"303.651";"-64.8008";"-674.179";"348.603";"1.55579e-307";
"-1306.11";"451.562";"-385.279";"307.361";"-66.1975";"-653.056";"346.003";"1.55579e-307";
"-1262.46";"447.828";"-378.728";"310.636";"-67.6095";"-631.23";"343.045";"1.55579e-307";
"-1205.76";"443.566";"-371.463";"314.269";"-69.0308";"-602.881";"339.736";"1.55579e-307";
"-1159.24";"440.131";"-366.867";"316.566";"-70.4633";"-579.619";"336.01";"1.55579e-307";
"-1111.12";"436.723";"-363.304";"318.348";"-71.8873";"-555.559";"331.925";"1.55579e-307";
"-1049.92";"432.839";"-360.313";"319.844";"-73.301";"-524.96";"327.501";"1.55579e-307";
"-987.113";"429.247";"-358.999";"320.5";"-74.6941";"-493.557";"322.659";"1.55579e-307";
"-936.181";"426.411";"-359.148";"320.426";"-76.064";"-468.091";"317.409";"1.55579e-307";
"-871.825";"423.22";"-361.107";"319.447";"-77.4019";"-435.912";"311.832";"1.55579e-307";
"-819.809";"421.436";"-363.54";"318.23";"-78.6888";"-409.904";"305.853";"1.55579e-307";
"-753.208";"419.814";"-368.291";"315.855";"-79.9292";"-376.604";"299.558";"1.55579e-307";
"-699.734";"419.826";"-373.476";"313.262";"-81.1099";"-349.867";"292.867";"1.55579e-307";
"-632.342";"420.409";"-381.543";"309.229";"-82.2181";"-316.171";"285.875";"1.55579e-307";
"-578.353";"421.742";"-388.528";"305.736";"-83.2498";"-289.176";"278.501";"1.55579e-307";
"-524.093";"423.696";"-396.697";"301.651";"-84.2087";"-262.047";"270.832";"1.55579e-307";
"-456.324";"427.317";"-407.67";"296.165";"-85.0776";"-228.162";"262.884";"1.55579e-307";
"-401.764";"431.055";"-417.219";"291.39";"-85.8528";"-200.882";"254.575";"1.55579e-307";
"-333.76";"436.568";"-430.311";"284.845";"-86.5414";"-166.88";"245.993";"1.55579e-307";
"-279.229";"441.627";"-441.135";"279.433";"-87.1147";"-139.614";"237.085";"1.55579e-307";
"-224.87";"447.383";"-452.69";"273.655";"-87.5925";"-112.435";"227.928";"1.55579e-307";
"-156.388";"454.985";"-468.172";"265.914";"-87.9609";"-78.1941";"218.558";"1.55579e-307";
"-102.21";"460.708";"-481.228";"259.386";"-88.2117";"-51.1049";"208.878";"1.55579e-307";
"-47.7309";"465.717";"-494.622";"252.689";"-88.3449";"-23.8655";"199.018";"1.55579e-307";
"20.0024";"471.694";"-512.429";"243.785";"-88.3694";"10.0012";"188.959";"1.55579e-307";
"74.2283";"476.298";"-527.569";"236.216";"-88.2652";"37.1142";"178.634";"1.55579e-307";
"127.895";"480.15";"-542.84";"228.58";"-88.0324";"63.9474";"168.175";"1.55579e-307";
"194.801";"485.118";"-562.398";"218.801";"-87.6823";"97.4004";"157.561";"1.55579e-307";
"247.949";"488.881";"-578.532";"210.734";"-87.1839";"123.974";"146.771";"1.55579e-307";
"300.354";"491.784";"-595.143";"202.429";"-86.5663";"150.177";"135.853";"1.55579e-307";
"351.684";"494.822";"-612.206";"193.897";"-85.8287";"175.842";"124.821";"1.55579e-307";
"402.237";"497.489";"-629.58";"-314.79";"-84.9592";"201.119";"113.747";"1.55579e-307";
"464.535";"499.751";"-651.136";"-325.568";"-79.4237";"232.267";"102.594";"1.55579e-307";
"512.595";"501.684";"-669.075";"-334.537";"-73.7506";"256.297";"91.2983";"1.55579e-307";
"559.417";"503.058";"-687.21";"-343.605";"-67.9489";"279.709";"80.0198";"1.55579e-307";
"604.786";"504.144";"-704.988";"-352.494";"-62.031";"302.393";"68.7135";"1.55579e-307";
"659.587";"505.003";"-727.077";"-363.539";"-56.0026";"329.793";"57.3969";"1.55579e-307";
"701.515";"504.95";"-744.654";"-372.327";"-49.8407";"350.758";"46.0918";"1.55579e-307";
"741.798";"504.202";"-761.647";"-380.824";"-43.578";"370.899";"34.8145";"1.55579e-307";
"780.366";"502.684";"-778.153";"-389.076";"-37.2219";"390.183";"23.5847";"1.55579e-307";
"826.598";"501.154";"-797.453";"-398.726";"-30.7772";"413.299";"12.492";"1.55579e-307";
"861.756";"499.492";"-811.7";"-405.85";"-24.2388";"430.878";"1.49984";"1.55579e-307";
"894.697";"497.709";"-824.987";"-412.494";"-17.6363";"447.349";"-9.39675";"1.55579e-307";
"925.522";"495.899";"-837.177";"-418.588";"-10.9823";"462.761";"-20.1029";"1.55579e-307";
"961.745";"493.203";"-850.507";"-425.253";"-4.28392";"480.872";"-30.6807";"1.55579e-307";
"988.243";"490.8";"-859.361";"-429.681";"2.45342";"494.122";"-41.0744";"1.55579e-307";
"1012.47";"488.445";"-867.126";"-433.563";"9.20744";"506.234";"-51.3045";"1.55579e-307";
"1035.73";"485.616";"-873.079";"-436.539";"15.9601";"517.865";"-61.2731";"1.55579e-307";
"1060.35";"482.611";"-879.104";"-439.552";"22.7081";"530.175";"-71.0554";"1.55579e-307";
"1078.56";"479.79";"-881.639";"-440.82";"29.4463";"539.278";"-80.6581";"1.55579e-307";
"1094.11";"476.916";"-883.351";"-441.675";"36.1461";"547.055";"-89.9604";"1.55579e-307";
"1109.9";"473.248";"-883.83";"-441.915";"42.8104";"554.951";"-99.0263";"1.55579e-307";
"1120.1";"470.25";"-882.333";"-441.166";"49.4173";"560.048";"-107.776";"1.55579e-307";
"1128.13";"467.586";"-879.739";"-439.869";"55.9682";"564.067";"-116.256";"1.55579e-307";
"1135.38";"463.929";"-874.766";"-437.383";"62.4547";"567.691";"-124.457";"1.55579e-307";
"1138.17";"461.565";"-869.2";"-434.6";"68.8483";"569.084";"-132.285";"1.55579e-307";
"1139.52";"459.304";"-862.407";"-431.204";"75.1573";"569.758";"-139.803";"1.55579e-307";
"1139.12";"456.69";"-854.653";"-427.326";"81.3745";"569.561";"-146.998";"1.55579e-307";
"1137.06";"453.967";"-845.569";"-422.785";"87.4755";"568.532";"-153.781";"1.55579e-307";
"1133.2";"450.935";"-835.814";"-417.907";"93.4664";"566.599";"-160.222";"1.55579e-307";
"1126.25";"446.542";"-821.24";"-410.62";"99.3436";"563.125";"-166.315";"1.55579e-307";
"1119.52";"442.439";"-808.908";"-404.454";"105.066";"559.759";"-171.96";"1.55579e-307";
"1109.29";"437.218";"-791.887";"-395.943";"110.658";"554.646";"-177.242";"1.55579e-307";
"1099.59";"433.038";"-776.98";"-388.49";"116.098";"549.794";"-182.145";"1.55579e-307";
"1088.61";"428.81";"-761.126";"-380.563";"121.392";"544.304";"-186.678";"1.55579e-307";
"1072.98";"423.872";"-739.339";"-369.669";"121.99";"536.492";"-190.838";"1.55579e-307";
"1059.49";"420.564";"-720.94";"-360.47";"122.391";"529.744";"-194.525";"1.55579e-307";
"1040.99";"416.948";"-696.797";"-348.399";"122.627";"520.497";"-197.84";"1.55579e-307";
"1025.3";"414.815";"-676.804";"-338.402";"122.671";"512.649";"-200.758";"1.55579e-307";
"1003.2";"411.875";"-650.891";"-325.445";"122.542";"501.599";"-203.307";"1.55579e-307";
"984.931";"409.934";"-629.094";"-314.547";"122.196";"492.465";"-205.389";"1.55579e-307";
"960.773";"407.71";"-601.752";"-300.876";"121.671";"480.387";"-207.107";"1.55579e-307";
"940.365";"405.912";"-579.456";"-289.728";"120.944";"470.183";"-208.434";"1.55579e-307";
"913.52";"403.728";"-550.724";"-275.362";"120.041";"456.76";"-209.404";"1.55579e-307";
"891.599";"401.367";"-527.611";"-263.805";"118.919";"445.8";"-209.931";"1.55579e-307";
"869.434";"399.432";"-504.054";"-252.027";"117.628";"434.717";"-210.112";"1.55579e-307";
"841.472";"396.823";"-475.119";"-237.559";"116.169";"420.736";"-209.958";"1.55579e-307";
"813.415";"394.602";"-445.822";"-222.911";"114.524";"406.708";"-209.449";"1.55579e-307";
"789.935";"392.518";"-422.408";"-211.204";"112.684";"394.967";"-208.55";"1.55579e-307";
"761.544";"389.965";"-393.364";"-196.682";"110.698";"380.772";"-207.348";"1.55579e-307";
"738.912";"387.991";"-370.052";"-185.026";"108.545";"369.456";"-205.828";"1.55579e-307";
"716.269";"386.725";"-347.382";"-173.691";"106.258";"358.135";"-204.029";"1.55579e-307";
"687.985";"385.728";"-318.352";"-159.176";"103.841";"343.992";"-201.943";"1.55579e-307";
"659.852";"385.111";"-289.418";"-144.709";"101.281";"329.926";"-199.576";"1.55579e-307";
"632.915";"384.849";"-260.724";"-130.362";"98.5811";"316.458";"-196.944";"1.55579e-307";
"611.673";"384.929";"-237.987";"-118.993";"95.7488";"305.837";"-194.053";"1.55579e-307";
"590.817";"385.255";"-215.466";"-107.733";"92.8199";"295.408";"-190.972";"1.55579e-307";
"566.241";"385.491";"-188.203";"-94.1013";"89.8005";"283.12";"-187.716";"1.55579e-307";
"547.9";"385.679";"-166.877";"-83.4383";"86.6797";"273.95";"-184.266";"1.55579e-307";
"525.141";"386.213";"-141.045";"-70.5226";"83.4874";"262.57";"-180.689";"1.55579e-307";
"508.808";"387.211";"-121.119";"-60.5595";"80.2084";"254.404";"-176.965";"1.55579e-307";
"493.549";"388.151";"-101.92";"-50.9599";"76.8742";"246.774";"-173.145";"1.55579e-307";
"479.487";"389.049";"-83.3953";"-41.6976";"73.494";"239.743";"-169.245";"1.55579e-307";
"464.17";"389.778";"-61.3632";"-30.6816";"70.0739";"232.085";"-165.283";"1.55579e-307";
"452.315";"390.246";"-44.3932";"-22.1966";"66.6199";"226.157";"-161.271";"1.55579e-307";
"442.365";"390.413";"-28.2243";"-14.1121";"63.1448";"221.183";"-157.227";"1.55579e-307";
"432.725";"389.792";"-12.7908";"-6.3954";"59.6736";"216.363";"-153.185";"1.55579e-307";
"422.204";"388.425";"5.69893";"2.84947";"56.2";"211.102";"-149.144";"1.55579e-307";
"415.078";"387.107";"19.4948";"9.74741";"52.7145";"207.539";"-145.105";"1.55579e-307";
"406.72";"385.331";"35.6669";"17.8334";"49.2652";"203.36";"-141.117";"1.55579e-307";
"400.107";"384.823";"47.9793";"23.9897";"45.8261";"200.053";"-137.161";"1.55579e-307";
"393.708";"384.161";"60.1307";"30.0653";"42.4408";"196.854";"-133.277";"1.55579e-307";
